id,class
118549,normal
92097,normal
23486,attack
67485,attack
91423,attack
18141,normal
110023,normal
81961,attack
46628,normal
53118,attack
24246,attack
19640,attack
5093,normal
60102,normal
15712,attack
116107,normal
87814,attack
14682,attack
72276,normal
103947,normal
111759,normal
109460,normal
40961,normal
1428,normal
43906,attack
28718,attack
27409,normal
103767,normal
99031,normal
52971,attack
62157,attack
82780,normal
5240,attack
76661,normal
87729,attack
1468,attack
25209,attack
50518,attack
23123,normal
19559,attack
114338,attack
104859,normal
90006,normal
124392,attack
6707,normal
17778,attack
94537,attack
34621,attack
22574,normal
34659,normal
30549,normal
118925,attack
105566,attack
41242,attack
9612,attack
104569,normal
39167,attack
111475,normal
4958,attack
70484,normal
22764,normal
24357,normal
26587,normal
64961,attack
58283,attack
8646,normal
88929,attack
65312,attack
49625,attack
67059,normal
109589,attack
35058,normal
71588,normal
34141,attack
34317,attack
105277,normal
84704,attack
10251,normal
23472,normal
95835,normal
15484,normal
3029,normal
5040,normal
95645,normal
17905,normal
39941,normal
101319,attack
16344,attack
34237,attack
75337,attack
115797,attack
77975,normal
107217,normal
69011,normal
124172,attack
109696,attack
93609,attack
53922,attack
88093,normal
34506,attack
77727,normal
43681,attack
67180,normal
68362,normal
98029,normal
93197,normal
55188,attack
92768,normal
79535,normal
71958,attack
39506,normal
123282,normal
8079,attack
111728,attack
95532,normal
64432,normal
60738,normal
74244,normal
92633,normal
116504,normal
49060,normal
98843,attack
34334,normal
64892,normal
42903,attack
12955,normal
39819,attack
92491,normal
105109,attack
43937,normal
17234,attack
938,normal
25411,attack
9121,normal
70180,normal
94922,normal
68371,attack
21450,normal
115194,attack
48375,attack
48199,normal
107797,normal
58781,attack
39244,attack
49201,attack
77346,normal
18509,attack
29477,normal
92650,normal
85068,attack
50844,normal
12091,normal
91192,attack
98700,attack
16329,attack
68761,attack
108746,normal
62111,normal
93720,attack
10610,normal
100473,attack
35586,normal
93986,normal
44292,attack
19777,normal
42292,normal
41072,normal
61510,attack
54424,normal
95484,normal
23466,attack
14599,normal
11159,normal
68574,normal
42167,normal
15421,attack
115782,attack
79355,normal
123950,normal
44635,normal
46158,normal
42335,normal
89998,normal
24901,attack
558,attack
112992,normal
23424,attack
532,attack
83294,normal
17862,normal
60125,normal
82979,normal
12386,attack
50807,normal
106198,normal
37399,normal
782,normal
107007,normal
124345,attack
11954,normal
100170,normal
114226,attack
116624,normal
72714,attack
68448,normal
103292,attack
12552,attack
16653,normal
106060,attack
92146,normal
35110,attack
91301,normal
58161,normal
1099,normal
3766,attack
73445,attack
80603,normal
12225,normal
20937,normal
88282,normal
2504,attack
50160,attack
101630,attack
87865,attack
81361,normal
94405,normal
57959,attack
90633,attack
19705,attack
79047,attack
97143,normal
54728,attack
51009,normal
37848,normal
117667,attack
39526,normal
38409,attack
11493,normal
41018,normal
87933,normal
38122,attack
50851,attack
115933,normal
111348,normal
63892,normal
70458,attack
104505,attack
80670,attack
121341,attack
15643,attack
33081,attack
72969,normal
4171,attack
101615,normal
95018,normal
26491,attack
339,attack
48500,attack
79873,normal
31993,normal
100983,attack
119182,attack
107712,attack
82782,attack
18602,attack
63506,normal
67769,normal
12983,normal
120055,attack
6692,attack
116377,attack
37786,normal
93035,normal
107967,attack
14013,attack
56983,normal
65659,normal
100756,normal
49239,normal
58225,normal
95290,normal
81158,attack
92345,normal
94173,normal
28407,normal
53828,attack
91849,normal
104750,attack
61358,normal
100704,attack
119450,normal
47701,normal
44891,normal
61022,attack
107958,normal
53359,attack
26334,normal
123439,attack
54085,attack
1092,normal
5495,normal
54349,attack
93883,normal
32026,attack
42762,attack
5625,attack
14060,normal
13417,normal
86900,normal
21907,normal
13390,attack
2610,normal
55129,attack
96980,attack
86150,normal
71411,attack
2795,attack
2790,attack
104255,attack
90877,attack
95949,normal
113597,attack
39984,normal
85050,attack
86471,normal
21423,attack
83037,normal
92043,attack
38613,attack
32459,attack
100998,attack
92280,normal
8715,attack
94777,normal
109227,normal
62205,attack
103720,attack
78016,normal
84284,normal
96298,attack
121286,attack
63792,attack
4952,normal
31083,normal
8216,normal
37805,normal
20525,attack
82621,attack
39850,normal
87680,normal
4336,normal
123044,normal
79782,attack
83106,attack
61692,normal
64706,normal
88854,normal
92546,attack
89168,normal
13423,attack
55745,normal
52414,attack
10064,attack
10264,normal
84943,normal
41572,normal
7761,attack
71291,normal
9573,attack
119453,attack
101828,attack
63656,normal
22102,attack
49097,normal
50072,attack
115524,attack
104723,attack
78840,normal
56812,normal
48190,attack
37535,normal
85866,normal
28867,attack
83958,attack
47408,attack
88909,attack
65567,normal
94063,normal
14334,attack
20550,normal
87074,attack
52691,normal
78168,normal
94809,normal
83137,normal
122391,normal
5027,normal
106483,attack
20683,normal
18009,normal
96093,attack
53863,normal
67831,normal
20196,normal
107216,normal
56550,normal
62164,attack
12312,normal
109646,attack
89195,normal
125195,attack
83790,normal
90860,attack
9470,normal
104792,attack
72179,normal
63787,attack
40136,normal
5905,attack
95947,attack
75625,attack
11612,normal
22273,normal
56577,attack
36095,normal
90037,attack
27500,attack
78275,normal
72768,attack
65880,normal
96015,normal
40886,normal
4254,attack
107799,normal
59152,normal
3243,attack
43020,normal
38254,normal
18247,normal
79989,attack
59048,attack
113388,attack
102405,normal
97770,attack
19860,normal
16080,normal
59006,attack
105436,normal
38068,normal
53891,attack
39657,normal
73124,attack
89381,normal
87134,normal
86038,normal
85060,attack
41788,attack
73101,attack
67869,attack
43123,normal
1094,attack
49487,attack
58406,normal
61813,attack
53045,attack
56281,attack
90347,attack
19058,attack
29776,attack
86699,normal
65124,normal
54173,attack
71283,normal
18914,attack
53269,normal
110541,attack
124715,attack
116609,attack
60291,normal
17670,normal
109577,normal
1209,attack
74341,normal
53051,attack
98571,attack
19519,normal
21483,normal
41798,normal
37413,normal
7685,attack
121017,attack
123847,attack
5576,normal
22452,normal
6051,normal
122435,attack
123863,normal
124184,normal
31077,normal
7901,attack
64367,normal
43668,normal
91714,normal
68918,attack
23414,normal
123713,attack
32075,normal
100221,normal
103883,normal
49419,normal
27656,normal
11012,attack
31441,attack
81342,normal
37547,normal
47032,attack
73744,attack
125316,normal
54662,normal
16050,normal
11926,attack
8285,normal
113633,attack
124397,attack
58059,attack
10986,normal
44248,normal
100832,normal
87833,attack
67447,normal
12201,attack
24396,attack
108823,attack
22930,normal
14999,attack
38100,attack
65789,normal
23488,attack
8633,attack
75259,normal
93871,attack
36041,normal
57313,attack
78944,normal
74837,normal
83780,normal
75104,normal
118882,normal
40220,attack
87249,attack
65825,attack
69649,normal
15551,attack
37024,attack
88881,normal
109090,normal
86880,normal
41040,normal
111575,attack
17604,attack
1137,attack
62536,attack
18329,normal
86046,normal
24970,normal
18881,attack
80819,normal
38365,attack
27053,normal
67334,attack
68849,attack
5545,normal
103848,normal
74442,normal
25951,attack
38001,attack
1284,normal
38385,normal
116936,attack
92890,attack
14480,attack
49358,normal
49371,attack
51465,normal
15518,attack
80786,normal
5717,normal
17732,attack
83883,normal
11867,attack
112344,attack
46799,normal
1221,attack
30738,attack
8968,normal
117206,attack
46217,normal
51425,attack
62653,attack
85498,attack
40633,normal
37936,normal
110026,normal
8592,normal
9997,normal
38165,attack
23327,normal
12280,attack
95911,attack
66632,attack
85243,attack
1752,normal
111245,normal
65366,attack
65169,attack
36007,attack
65467,normal
77399,attack
18311,normal
54903,normal
10550,normal
16452,attack
109429,normal
67914,attack
101427,normal
4166,attack
31906,normal
99731,normal
17891,attack
12791,attack
75383,normal
38602,attack
62558,attack
51629,normal
95979,normal
57747,normal
70490,attack
84411,normal
39119,normal
43103,normal
1265,normal
4351,attack
95211,normal
8895,attack
39765,attack
82288,normal
37855,attack
48642,normal
49964,normal
106759,attack
87587,normal
115509,attack
30219,normal
16230,attack
15977,normal
81259,attack
7247,normal
46769,normal
49452,normal
107757,normal
5136,attack
59030,attack
23891,normal
110323,normal
42277,attack
89151,normal
104230,normal
19013,attack
45275,attack
38314,attack
88996,normal
59123,normal
123338,attack
75370,attack
123057,normal
7251,attack
94406,normal
10738,attack
54400,normal
1926,normal
19038,attack
93006,normal
3181,attack
57576,normal
17013,attack
105800,normal
103106,attack
115547,normal
1573,normal
9944,normal
32454,attack
29116,attack
77356,attack
56697,normal
34528,normal
75972,normal
56657,attack
86547,attack
2438,normal
97224,attack
125854,attack
28241,normal
16392,normal
120879,normal
99561,normal
40113,attack
34620,normal
113694,attack
3080,attack
105330,normal
4533,attack
119480,normal
113373,attack
61223,normal
84886,attack
75792,normal
116508,normal
119784,normal
718,attack
111664,attack
82682,attack
111546,normal
22540,normal
49701,normal
26399,normal
95742,attack
81885,normal
113657,attack
18528,normal
47252,normal
66664,attack
89905,attack
60966,attack
125089,attack
3909,attack
12746,normal
84998,attack
105215,normal
70222,attack
46064,attack
34043,attack
113501,normal
7390,attack
79564,normal
89946,normal
40162,normal
63690,normal
26333,normal
13901,normal
101691,normal
37339,normal
52491,normal
96440,attack
82396,normal
51877,normal
53484,attack
110009,attack
46358,attack
54201,attack
19363,attack
25107,attack
25917,attack
102457,attack
114826,normal
30072,normal
6329,attack
43804,attack
78877,attack
116717,normal
3099,normal
43878,normal
14516,normal
48904,normal
86114,normal
15659,normal
98762,normal
51285,normal
116619,normal
60884,normal
13027,normal
15682,attack
107289,attack
49305,attack
100620,attack
45936,attack
112737,normal
57809,normal
105373,attack
19683,normal
101830,attack
73803,normal
64799,normal
96013,normal
31999,attack
2239,normal
6637,normal
97422,attack
69139,normal
78954,normal
103293,attack
52819,normal
23880,normal
125589,attack
34458,normal
28500,attack
19497,normal
49760,attack
26420,attack
83917,normal
122113,attack
55768,normal
67029,normal
67681,attack
23599,normal
91053,normal
29919,normal
39259,attack
101861,normal
62948,normal
119844,attack
125861,normal
118721,normal
105803,attack
1771,attack
108359,normal
77221,normal
79499,normal
90536,normal
50199,attack
9387,attack
67897,attack
53503,attack
55925,normal
26136,normal
75860,attack
94748,attack
53961,normal
9115,attack
50397,attack
60015,normal
43687,normal
94464,normal
58962,normal
60789,attack
41139,normal
23332,normal
12501,normal
93289,attack
55929,normal
81983,attack
60317,attack
21956,attack
16286,attack
54482,attack
60580,attack
5621,attack
53820,attack
69058,normal
30761,normal
15317,attack
35491,normal
62321,normal
111604,normal
116741,attack
24617,attack
86103,attack
35999,attack
123082,attack
105471,normal
93751,attack
13853,normal
47780,normal
123120,attack
77869,normal
15015,normal
94906,normal
60024,normal
99317,normal
97477,normal
99545,attack
3439,normal
86608,normal
83667,normal
114905,normal
69580,normal
16097,attack
119343,normal
1918,normal
41590,normal
121533,attack
96318,normal
100919,attack
119551,normal
26052,attack
67270,attack
96540,attack
24812,attack
90940,normal
33764,attack
108083,attack
46224,normal
96670,attack
26828,attack
13029,normal
103640,attack
23268,normal
62211,normal
84049,attack
8308,normal
110427,normal
60511,normal
13044,normal
46793,normal
35364,normal
82848,attack
46374,normal
124475,normal
115983,attack
51565,attack
27052,attack
1448,attack
27893,attack
72634,normal
103855,normal
13397,attack
86174,normal
27304,attack
6322,attack
85617,attack
76820,attack
74322,attack
89439,normal
93884,attack
41356,normal
70813,normal
39097,attack
59218,attack
77059,normal
90995,normal
111675,attack
10889,normal
13174,attack
10686,normal
15589,attack
79845,normal
62934,attack
101426,normal
43464,normal
34775,attack
91476,attack
21363,attack
34777,normal
81398,normal
20652,normal
50143,attack
111432,normal
55777,attack
102842,normal
123555,attack
125376,attack
62718,attack
5172,normal
17895,normal
17960,normal
15171,normal
932,normal
122106,normal
53032,attack
119366,attack
64436,normal
40689,normal
40169,normal
36111,normal
125081,normal
69274,normal
63908,attack
2246,normal
5663,normal
4371,attack
11740,attack
117756,normal
55219,normal
98586,normal
2188,normal
58422,attack
73674,normal
94228,normal
57081,attack
74836,attack
37397,normal
62754,normal
36267,attack
55132,normal
32211,normal
68828,normal
102136,normal
63858,attack
74872,normal
50635,normal
83607,attack
92735,attack
47203,attack
13495,normal
123992,attack
80107,attack
67337,normal
119973,normal
11593,normal
80273,normal
10299,normal
21983,attack
65355,attack
92664,normal
8402,normal
15301,normal
15292,normal
92365,attack
104070,normal
85770,attack
125359,normal
88477,attack
61288,attack
94417,normal
115669,normal
50054,attack
110276,attack
85393,normal
20038,normal
44868,attack
48144,attack
31947,normal
31245,normal
43757,attack
28441,normal
98065,attack
21554,normal
26643,normal
37508,attack
59715,attack
802,normal
79801,attack
57981,normal
37139,normal
70460,attack
28933,normal
27267,attack
63330,normal
56520,attack
111889,attack
78901,normal
121717,attack
119295,normal
86676,normal
115947,normal
14681,normal
44958,attack
54869,attack
120431,normal
56491,normal
120566,attack
110744,attack
47005,attack
53178,normal
26599,attack
37532,normal
51642,attack
37314,normal
93034,normal
99579,normal
66990,normal
88373,normal
49128,normal
121840,normal
112586,normal
40190,attack
22399,attack
25817,normal
33781,attack
90308,normal
58387,attack
31504,attack
99651,attack
107042,normal
19191,attack
2252,attack
58701,attack
18788,normal
53544,attack
27661,normal
49209,attack
56701,normal
115504,normal
14163,normal
9119,normal
6082,normal
9114,normal
44252,attack
111699,normal
106236,normal
88140,attack
41512,attack
34670,normal
25054,attack
10787,attack
43382,attack
29512,normal
41437,normal
107894,attack
94575,normal
33993,normal
436,normal
60388,normal
40278,attack
35407,normal
12191,normal
35794,attack
46245,attack
91835,attack
96552,normal
77027,attack
91772,normal
87917,normal
43666,normal
89906,attack
1874,normal
18488,normal
119133,normal
29861,normal
80250,attack
83232,attack
46290,normal
29332,attack
32436,attack
23287,attack
43945,attack
115405,attack
66721,normal
101895,attack
12873,normal
3360,attack
53171,attack
5418,normal
88259,attack
12893,normal
30604,attack
6870,normal
62713,normal
106944,attack
55030,normal
32248,normal
87869,attack
101396,attack
117191,attack
110473,normal
30928,normal
58431,attack
111248,normal
22491,attack
98650,attack
114855,attack
60852,attack
69220,attack
56539,normal
65105,normal
74551,normal
98981,normal
1317,normal
106935,attack
102533,normal
59275,attack
100772,normal
88169,normal
95402,normal
8826,normal
93597,attack
119795,attack
28998,normal
117966,normal
42414,normal
99944,normal
79273,normal
123826,normal
70129,normal
105292,normal
75421,attack
9246,attack
69948,normal
69262,attack
52307,attack
110138,normal
7773,attack
86993,attack
79135,normal
60698,normal
4406,normal
79882,normal
69709,normal
121986,attack
82286,normal
6185,normal
114700,normal
81740,normal
10278,attack
20474,attack
118706,attack
67771,normal
73343,normal
108003,attack
86692,normal
13860,attack
15608,attack
57527,attack
30533,attack
67134,attack
113153,normal
83051,normal
19412,normal
76459,normal
60752,attack
115562,normal
16734,normal
97322,attack
4504,attack
24116,attack
118928,normal
120542,attack
49920,attack
103869,attack
98890,normal
64041,normal
88284,attack
103314,attack
7012,attack
74916,normal
109414,normal
31486,attack
99857,attack
46619,attack
74278,attack
3900,normal
58442,normal
16196,normal
13667,normal
13873,attack
